gad7,who5,cesdr10,loc,swls,scs,recommended_plan
2,84,3,12,34,44,"Music, Community events, Taking another test, Reading quotes"
1,85,5,16,13,51,"Music, Community events, Taking another test, Reading quotes"
1,79,3,23,22,17,"Music, Community events, Taking another test, Reading quotes"
1,85,1,23,9,39,"Music, Community events, Taking another test, Reading quotes"
1,92,2,3,12,60,"Music, Community events, Taking another test, Reading quotes"
1,75,2,1,30,22,"Music, Community events, Taking another test, Reading quotes"
0,82,8,0,14,28,"Music, Community events, Taking another test, Reading quotes"
1,96,1,16,8,43,"Music, Community events, Taking another test, Reading quotes"
4,100,8,2,24,16,"Music, Community events, Taking another test, Reading quotes"
1,100,4,16,11,25,"Music, Community events, Taking another test, Reading quotes"
4,88,5,8,20,12,"Music, Community events, Taking another test, Reading quotes"
1,100,1,3,25,12,"Music, Community events, Taking another test, Reading quotes"
2,85,2,23,10,25,"Music, Community events, Taking another test, Reading quotes"
3,96,6,20,28,35,"Music, Community events, Taking another test, Reading quotes"
2,100,7,24,17,55,"Music, Community events, Taking another test, Reading quotes"
4,93,9,10,28,35,"Music, Community events, Taking another test, Reading quotes"
3,82,6,16,7,17,"Music, Community events, Taking another test, Reading quotes"
3,81,6,5,35,40,"Music, Community events, Taking another test, Reading quotes"
3,95,3,8,21,45,"Music, Community events, Taking another test, Reading quotes"
4,97,4,23,14,49,"Music, Community events, Taking another test, Reading quotes"
4,82,4,20,26,46,"Music, Community events, Taking another test, Reading quotes"
4,89,8,18,20,51,"Music, Community events, Taking another test, Reading quotes"
2,78,6,20,28,53,"Music, Community events, Taking another test, Reading quotes"
1,76,9,7,12,20,"Music, Community events, Taking another test, Reading quotes"
1,76,3,3,7,25,"Music, Community events, Taking another test, Reading quotes"
4,92,6,19,10,39,"Music, Community events, Taking another test, Reading quotes"
4,97,1,1,18,20,"Music, Community events, Taking another test, Reading quotes"
3,96,2,4,32,52,"Music, Community events, Taking another test, Reading quotes"
4,92,2,1,8,56,"Music, Community events, Taking another test, Reading quotes"
0,93,8,13,17,16,"Music, Community events, Taking another test, Reading quotes"
1,89,7,10,34,48,"Music, Community events, Taking another test, Reading quotes"
1,98,2,15,30,41,"Music, Community events, Taking another test, Reading quotes"
2,86,9,22,34,38,"Music, Community events, Taking another test, Reading quotes"
4,99,1,7,29,20,"Music, Community events, Taking another test, Reading quotes"
3,97,4,12,9,43,"Music, Community events, Taking another test, Reading quotes"
3,89,9,23,25,16,"Music, Community events, Taking another test, Reading quotes"
4,97,3,15,22,21,"Music, Community events, Taking another test, Reading quotes"
4,77,3,9,17,35,"Music, Community events, Taking another test, Reading quotes"
2,87,3,13,8,55,"Music, Community events, Taking another test, Reading quotes"
1,98,6,19,28,28,"Music, Community events, Taking another test, Reading quotes"
4,81,8,3,28,55,"Music, Community events, Taking another test, Reading quotes"
1,88,1,7,14,49,"Music, Community events, Taking another test, Reading quotes"
1,78,1,5,8,33,"Music, Community events, Taking another test, Reading quotes"
4,83,5,21,26,59,"Music, Community events, Taking another test, Reading quotes"
2,95,7,20,14,40,"Music, Community events, Taking another test, Reading quotes"
2,96,0,16,31,19,"Music, Community events, Taking another test, Reading quotes"
1,80,8,13,29,45,"Music, Community events, Taking another test, Reading quotes"
0,93,3,16,5,35,"Music, Community events, Taking another test, Reading quotes"
1,76,0,2,8,24,"Music, Community events, Taking another test, Reading quotes"
2,97,8,11,25,48,"Music, Community events, Taking another test, Reading quotes"
0,87,5,12,15,27,"Music, Community events, Taking another test, Reading quotes"
2,100,4,24,30,53,"Music, Community events, Taking another test, Reading quotes"
4,100,8,14,11,46,"Music, Community events, Taking another test, Reading quotes"
2,84,8,22,8,41,"Music, Community events, Taking another test, Reading quotes"
3,96,8,24,24,37,"Music, Community events, Taking another test, Reading quotes"
1,100,8,19,20,13,"Music, Community events, Taking another test, Reading quotes"
4,98,4,21,21,22,"Music, Community events, Taking another test, Reading quotes"
3,91,3,20,9,47,"Music, Community events, Taking another test, Reading quotes"
0,84,7,2,25,17,"Music, Community events, Taking another test, Reading quotes"
4,79,7,7,14,42,"Music, Community events, Taking another test, Reading quotes"
1,95,2,3,33,38,"Music, Community events, Taking another test, Reading quotes"
2,78,9,3,9,38,"Music, Community events, Taking another test, Reading quotes"
1,86,9,23,24,18,"Music, Community events, Taking another test, Reading quotes"
3,85,9,10,6,57,"Music, Community events, Taking another test, Reading quotes"
3,86,0,13,22,46,"Music, Community events, Taking another test, Reading quotes"
4,99,9,11,33,16,"Music, Community events, Taking another test, Reading quotes"
2,90,6,19,21,32,"Music, Community events, Taking another test, Reading quotes"
2,89,7,19,19,34,"Music, Community events, Taking another test, Reading quotes"
0,95,8,21,27,21,"Music, Community events, Taking another test, Reading quotes"
1,90,8,0,34,33,"Music, Community events, Taking another test, Reading quotes"
1,80,5,8,18,35,"Music, Community events, Taking another test, Reading quotes"
4,97,6,4,11,14,"Music, Community events, Taking another test, Reading quotes"
4,86,5,5,6,26,"Music, Community events, Taking another test, Reading quotes"
1,91,6,24,7,33,"Music, Community events, Taking another test, Reading quotes"
2,84,8,11,27,12,"Music, Community events, Taking another test, Reading quotes"
3,97,4,22,9,39,"Music, Community events, Taking another test, Reading quotes"
0,79,4,3,33,58,"Music, Community events, Taking another test, Reading quotes"
1,88,4,23,35,39,"Music, Community events, Taking another test, Reading quotes"
4,82,2,11,24,43,"Music, Community events, Taking another test, Reading quotes"
2,82,5,9,25,28,"Music, Community events, Taking another test, Reading quotes"
0,86,2,21,6,28,"Music, Community events, Taking another test, Reading quotes"
3,82,1,1,15,12,"Music, Community events, Taking another test, Reading quotes"
1,90,1,1,27,60,"Music, Community events, Taking another test, Reading quotes"
2,97,4,5,28,28,"Music, Community events, Taking another test, Reading quotes"
0,80,6,15,13,40,"Music, Community events, Taking another test, Reading quotes"
3,96,9,5,34,37,"Music, Community events, Taking another test, Reading quotes"
2,91,6,10,28,19,"Music, Community events, Taking another test, Reading quotes"
0,89,3,15,26,22,"Music, Community events, Taking another test, Reading quotes"
3,92,6,5,28,42,"Music, Community events, Taking another test, Reading quotes"
3,98,4,2,10,57,"Music, Community events, Taking another test, Reading quotes"
0,88,3,5,7,28,"Music, Community events, Taking another test, Reading quotes"
2,81,7,10,11,56,"Music, Community events, Taking another test, Reading quotes"
3,97,7,20,30,35,"Music, Community events, Taking another test, Reading quotes"
2,86,7,14,14,13,"Music, Community events, Taking another test, Reading quotes"
4,91,9,24,29,21,"Music, Community events, Taking another test, Reading quotes"
2,75,3,16,5,48,"Music, Community events, Taking another test, Reading quotes"
4,75,6,16,18,56,"Music, Community events, Taking another test, Reading quotes"
3,85,5,1,22,23,"Music, Community events, Taking another test, Reading quotes"
4,89,6,8,12,27,"Music, Community events, Taking another test, Reading quotes"
4,86,9,19,16,41,"Music, Community events, Taking another test, Reading quotes"
1,89,3,19,13,50,"Music, Community events, Taking another test, Reading quotes"
3,98,8,9,24,56,"Music, Community events, Taking another test, Reading quotes"
3,95,0,13,31,14,"Music, Community events, Taking another test, Reading quotes"
0,76,1,7,20,15,"Music, Community events, Taking another test, Reading quotes"
2,84,3,16,21,18,"Music, Community events, Taking another test, Reading quotes"
0,95,6,2,28,43,"Music, Community events, Taking another test, Reading quotes"
3,78,6,16,33,14,"Music, Community events, Taking another test, Reading quotes"
2,76,7,24,18,47,"Music, Community events, Taking another test, Reading quotes"
1,82,6,22,15,24,"Music, Community events, Taking another test, Reading quotes"
3,95,6,11,14,18,"Music, Community events, Taking another test, Reading quotes"
2,81,9,22,22,35,"Music, Community events, Taking another test, Reading quotes"
0,99,3,0,9,53,"Music, Community events, Taking another test, Reading quotes"
3,99,6,12,18,48,"Music, Community events, Taking another test, Reading quotes"
4,88,1,20,12,31,"Music, Community events, Taking another test, Reading quotes"
1,94,7,4,34,23,"Music, Community events, Taking another test, Reading quotes"
2,87,4,14,14,47,"Music, Community events, Taking another test, Reading quotes"
4,100,3,11,24,45,"Music, Community events, Taking another test, Reading quotes"
4,78,7,1,29,49,"Music, Community events, Taking another test, Reading quotes"
2,85,9,4,26,27,"Music, Community events, Taking another test, Reading quotes"
0,90,4,8,21,23,"Music, Community events, Taking another test, Reading quotes"
1,91,3,17,22,53,"Music, Community events, Taking another test, Reading quotes"
2,75,4,9,34,14,"Music, Community events, Taking another test, Reading quotes"
2,91,5,11,15,28,"Music, Community events, Taking another test, Reading quotes"
2,92,8,5,7,17,"Music, Community events, Taking another test, Reading quotes"
2,87,6,12,11,57,"Music, Community events, Taking another test, Reading quotes"
1,78,2,7,25,12,"Music, Community events, Taking another test, Reading quotes"
0,92,0,6,31,14,"Music, Community events, Taking another test, Reading quotes"
4,100,0,18,31,33,"Music, Community events, Taking another test, Reading quotes"
4,92,6,12,26,22,"Music, Community events, Taking another test, Reading quotes"
4,89,5,20,11,48,"Music, Community events, Taking another test, Reading quotes"
4,91,6,8,10,52,"Music, Community events, Taking another test, Reading quotes"
0,97,1,19,34,24,"Music, Community events, Taking another test, Reading quotes"
1,95,0,19,10,42,"Music, Community events, Taking another test, Reading quotes"
2,80,2,1,32,24,"Music, Community events, Taking another test, Reading quotes"
3,83,9,12,11,29,"Music, Community events, Taking another test, Reading quotes"
3,86,7,7,20,44,"Music, Community events, Taking another test, Reading quotes"
1,88,6,16,23,16,"Music, Community events, Taking another test, Reading quotes"
2,75,2,7,13,48,"Music, Community events, Taking another test, Reading quotes"
0,99,0,13,21,20,"Music, Community events, Taking another test, Reading quotes"
2,87,2,19,9,49,"Music, Community events, Taking another test, Reading quotes"
1,91,8,8,8,34,"Music, Community events, Taking another test, Reading quotes"
0,89,1,17,11,58,"Music, Community events, Taking another test, Reading quotes"
3,79,8,22,15,57,"Music, Community events, Taking another test, Reading quotes"
3,81,9,0,24,55,"Music, Community events, Taking another test, Reading quotes"
4,88,4,12,18,23,"Music, Community events, Taking another test, Reading quotes"
3,94,5,14,23,22,"Music, Community events, Taking another test, Reading quotes"
1,86,4,18,20,47,"Music, Community events, Taking another test, Reading quotes"
1,90,8,6,32,30,"Music, Community events, Taking another test, Reading quotes"
2,95,0,4,16,45,"Music, Community events, Taking another test, Reading quotes"
0,85,3,17,25,43,"Music, Community events, Taking another test, Reading quotes"
3,86,9,1,5,21,"Music, Community events, Taking another test, Reading quotes"
1,84,9,24,6,37,"Music, Community events, Taking another test, Reading quotes"
3,75,2,23,22,54,"Music, Community events, Taking another test, Reading quotes"
3,80,0,15,24,46,"Music, Community events, Taking another test, Reading quotes"
0,90,9,10,20,55,"Music, Community events, Taking another test, Reading quotes"
0,80,6,18,16,39,"Music, Community events, Taking another test, Reading quotes"
1,93,9,14,12,54,"Music, Community events, Taking another test, Reading quotes"
4,79,6,11,14,28,"Music, Community events, Taking another test, Reading quotes"
0,89,5,15,24,21,"Music, Community events, Taking another test, Reading quotes"
1,91,9,21,27,28,"Music, Community events, Taking another test, Reading quotes"
1,99,8,21,31,15,"Music, Community events, Taking another test, Reading quotes"
4,78,2,17,34,33,"Music, Community events, Taking another test, Reading quotes"
2,78,6,13,28,25,"Music, Community events, Taking another test, Reading quotes"
0,93,8,2,19,32,"Music, Community events, Taking another test, Reading quotes"
1,93,0,3,18,29,"Music, Community events, Taking another test, Reading quotes"
3,84,5,3,20,12,"Music, Community events, Taking another test, Reading quotes"
2,77,6,21,31,26,"Music, Community events, Taking another test, Reading quotes"
0,84,1,10,32,38,"Music, Community events, Taking another test, Reading quotes"
1,94,1,11,33,57,"Music, Community events, Taking another test, Reading quotes"
3,81,2,15,27,45,"Music, Community events, Taking another test, Reading quotes"
0,77,7,21,27,19,"Music, Community events, Taking another test, Reading quotes"
4,92,2,6,20,35,"Music, Community events, Taking another test, Reading quotes"
4,76,2,12,29,43,"Music, Community events, Taking another test, Reading quotes"
2,75,4,1,29,53,"Music, Community events, Taking another test, Reading quotes"
2,77,9,23,30,19,"Music, Community events, Taking another test, Reading quotes"
4,92,7,17,16,47,"Music, Community events, Taking another test, Reading quotes"
1,98,3,2,12,55,"Music, Community events, Taking another test, Reading quotes"
1,88,0,13,34,17,"Music, Community events, Taking another test, Reading quotes"
0,98,9,17,5,50,"Music, Community events, Taking another test, Reading quotes"
4,80,2,6,34,36,"Music, Community events, Taking another test, Reading quotes"
0,79,2,2,28,29,"Music, Community events, Taking another test, Reading quotes"
0,95,9,10,29,52,"Music, Community events, Taking another test, Reading quotes"
0,87,2,5,25,15,"Music, Community events, Taking another test, Reading quotes"
4,86,1,3,9,55,"Music, Community events, Taking another test, Reading quotes"
1,91,9,22,27,35,"Music, Community events, Taking another test, Reading quotes"
1,91,5,7,6,55,"Music, Community events, Taking another test, Reading quotes"
2,94,7,20,29,38,"Music, Community events, Taking another test, Reading quotes"
1,75,6,16,35,19,"Music, Community events, Taking another test, Reading quotes"
1,90,0,9,19,59,"Music, Community events, Taking another test, Reading quotes"
1,99,3,6,33,55,"Music, Community events, Taking another test, Reading quotes"
3,97,9,20,5,39,"Music, Community events, Taking another test, Reading quotes"
3,81,6,14,6,12,"Music, Community events, Taking another test, Reading quotes"
3,91,7,17,27,48,"Music, Community events, Taking another test, Reading quotes"
3,90,7,8,19,51,"Music, Community events, Taking another test, Reading quotes"
3,88,0,19,9,24,"Music, Community events, Taking another test, Reading quotes"
0,88,5,5,34,14,"Music, Community events, Taking another test, Reading quotes"
3,92,1,6,9,23,"Music, Community events, Taking another test, Reading quotes"
1,86,0,20,35,22,"Music, Community events, Taking another test, Reading quotes"
0,82,8,13,8,43,"Music, Community events, Taking another test, Reading quotes"
2,82,0,20,5,16,"Music, Community events, Taking another test, Reading quotes"
4,100,8,7,31,37,"Music, Community events, Taking another test, Reading quotes"
4,92,8,6,14,32,"Music, Community events, Taking another test, Reading quotes"
2,82,9,17,8,40,"Music, Community events, Taking another test, Reading quotes"
3,79,4,3,35,30,"Music, Community events, Taking another test, Reading quotes"
4,87,9,5,33,28,"Music, Community events, Taking another test, Reading quotes"
2,84,3,13,19,21,"Music, Community events, Taking another test, Reading quotes"
4,84,1,4,31,52,"Music, Community events, Taking another test, Reading quotes"
2,83,2,15,33,31,"Music, Community events, Taking another test, Reading quotes"
3,78,8,4,22,19,"Music, Community events, Taking another test, Reading quotes"
4,84,8,3,23,42,"Music, Community events, Taking another test, Reading quotes"
3,91,6,10,6,43,"Music, Community events, Taking another test, Reading quotes"
1,99,4,12,26,46,"Music, Community events, Taking another test, Reading quotes"
2,93,6,15,35,27,"Music, Community events, Taking another test, Reading quotes"
1,100,2,22,29,20,"Music, Community events, Taking another test, Reading quotes"
2,75,7,13,32,35,"Music, Community events, Taking another test, Reading quotes"
2,94,1,6,10,55,"Music, Community events, Taking another test, Reading quotes"
0,76,7,12,24,12,"Music, Community events, Taking another test, Reading quotes"
3,92,7,14,12,45,"Music, Community events, Taking another test, Reading quotes"
2,87,7,0,33,48,"Music, Community events, Taking another test, Reading quotes"
0,95,4,15,27,13,"Music, Community events, Taking another test, Reading quotes"
3,85,5,9,7,56,"Music, Community events, Taking another test, Reading quotes"
4,77,7,9,8,25,"Music, Community events, Taking another test, Reading quotes"
4,91,6,0,29,26,"Music, Community events, Taking another test, Reading quotes"
3,95,5,1,22,50,"Music, Community events, Taking another test, Reading quotes"
3,77,7,2,17,37,"Music, Community events, Taking another test, Reading quotes"
3,96,7,7,20,42,"Music, Community events, Taking another test, Reading quotes"
1,87,8,21,31,33,"Music, Community events, Taking another test, Reading quotes"
3,83,1,0,10,45,"Music, Community events, Taking another test, Reading quotes"
2,89,9,6,17,59,"Music, Community events, Taking another test, Reading quotes"
4,95,0,10,26,37,"Music, Community events, Taking another test, Reading quotes"
4,84,9,12,27,41,"Music, Community events, Taking another test, Reading quotes"
0,81,3,22,8,60,"Music, Community events, Taking another test, Reading quotes"
3,94,1,7,12,59,"Music, Community events, Taking another test, Reading quotes"
1,93,6,5,13,27,"Music, Community events, Taking another test, Reading quotes"
4,94,8,24,21,47,"Music, Community events, Taking another test, Reading quotes"
2,87,0,8,28,59,"Music, Community events, Taking another test, Reading quotes"
0,81,2,21,9,52,"Music, Community events, Taking another test, Reading quotes"
3,87,2,18,20,13,"Music, Community events, Taking another test, Reading quotes"
0,98,2,11,10,13,"Music, Community events, Taking another test, Reading quotes"
4,86,4,3,18,28,"Music, Community events, Taking another test, Reading quotes"
3,94,0,14,33,52,"Music, Community events, Taking another test, Reading quotes"
1,80,9,16,16,39,"Music, Community events, Taking another test, Reading quotes"
0,90,1,15,26,42,"Music, Community events, Taking another test, Reading quotes"
2,95,0,10,25,46,"Music, Community events, Taking another test, Reading quotes"
1,80,0,6,6,13,"Music, Community events, Taking another test, Reading quotes"
4,87,4,18,23,58,"Music, Community events, Taking another test, Reading quotes"
0,99,2,17,21,43,"Music, Community events, Taking another test, Reading quotes"
4,85,7,19,12,39,"Music, Community events, Taking another test, Reading quotes"
4,80,5,5,6,21,"Music, Community events, Taking another test, Reading quotes"
1,97,8,2,6,47,"Music, Community events, Taking another test, Reading quotes"
0,76,9,15,34,49,"Music, Community events, Taking another test, Reading quotes"
2,94,8,4,34,23,"Music, Community events, Taking another test, Reading quotes"
2,94,4,19,25,14,"Music, Community events, Taking another test, Reading quotes"
0,86,1,22,8,35,"Music, Community events, Taking another test, Reading quotes"
3,97,1,11,13,17,"Music, Community events, Taking another test, Reading quotes"
1,95,8,18,8,15,"Music, Community events, Taking another test, Reading quotes"
4,85,8,20,6,17,"Music, Community events, Taking another test, Reading quotes"
3,82,6,4,28,35,"Music, Community events, Taking another test, Reading quotes"
3,83,6,3,13,55,"Music, Community events, Taking another test, Reading quotes"
3,94,0,1,26,24,"Music, Community events, Taking another test, Reading quotes"
0,85,5,22,16,13,"Music, Community events, Taking another test, Reading quotes"
1,80,7,17,26,40,"Music, Community events, Taking another test, Reading quotes"
2,80,7,8,26,57,"Music, Community events, Taking another test, Reading quotes"
2,100,8,20,10,30,"Music, Community events, Taking another test, Reading quotes"
1,86,4,18,33,13,"Music, Community events, Taking another test, Reading quotes"
2,85,5,8,35,41,"Music, Community events, Taking another test, Reading quotes"
0,76,2,7,29,21,"Music, Community events, Taking another test, Reading quotes"
2,98,9,22,34,13,"Music, Community events, Taking another test, Reading quotes"
2,75,6,23,16,48,"Music, Community events, Taking another test, Reading quotes"
0,86,2,22,28,44,"Music, Community events, Taking another test, Reading quotes"
2,82,1,21,15,23,"Music, Community events, Taking another test, Reading quotes"
2,97,3,8,15,29,"Music, Community events, Taking another test, Reading quotes"
0,92,5,7,8,38,"Music, Community events, Taking another test, Reading quotes"
4,90,7,10,27,24,"Music, Community events, Taking another test, Reading quotes"
1,76,7,2,14,50,"Music, Community events, Taking another test, Reading quotes"
3,78,6,20,27,19,"Music, Community events, Taking another test, Reading quotes"
2,86,5,24,14,25,"Music, Community events, Taking another test, Reading quotes"
2,94,4,24,8,30,"Music, Community events, Taking another test, Reading quotes"
4,95,6,0,12,22,"Music, Community events, Taking another test, Reading quotes"
0,75,8,3,30,47,"Music, Community events, Taking another test, Reading quotes"
2,75,8,9,33,36,"Music, Community events, Taking another test, Reading quotes"
3,99,6,6,6,33,"Music, Community events, Taking another test, Reading quotes"
4,93,5,3,10,28,"Music, Community events, Taking another test, Reading quotes"
1,83,7,1,24,38,"Music, Community events, Taking another test, Reading quotes"
1,96,6,23,19,59,"Music, Community events, Taking another test, Reading quotes"
1,84,0,9,25,17,"Music, Community events, Taking another test, Reading quotes"
3,91,8,2,30,45,"Music, Community events, Taking another test, Reading quotes"
1,87,0,18,14,32,"Music, Community events, Taking another test, Reading quotes"
3,90,0,24,23,35,"Music, Community events, Taking another test, Reading quotes"
3,77,2,19,24,27,"Music, Community events, Taking another test, Reading quotes"
3,92,6,7,31,25,"Music, Community events, Taking another test, Reading quotes"
1,98,0,19,10,56,"Music, Community events, Taking another test, Reading quotes"
0,81,2,22,31,27,"Music, Community events, Taking another test, Reading quotes"
1,94,6,21,24,26,"Music, Community events, Taking another test, Reading quotes"
0,91,0,15,9,32,"Music, Community events, Taking another test, Reading quotes"
2,97,7,2,28,13,"Music, Community events, Taking another test, Reading quotes"
0,95,6,24,23,56,"Music, Community events, Taking another test, Reading quotes"
4,98,5,8,24,12,"Music, Community events, Taking another test, Reading quotes"
1,80,2,15,24,49,"Music, Community events, Taking another test, Reading quotes"
3,97,2,17,25,46,"Music, Community events, Taking another test, Reading quotes"
4,99,2,23,34,29,"Music, Community events, Taking another test, Reading quotes"
1,84,2,20,6,21,"Music, Community events, Taking another test, Reading quotes"
1,77,3,16,28,60,"Music, Community events, Taking another test, Reading quotes"
3,86,5,16,17,52,"Music, Community events, Taking another test, Reading quotes"
0,83,2,16,19,45,"Music, Community events, Taking another test, Reading quotes"
3,82,6,0,5,16,"Music, Community events, Taking another test, Reading quotes"
0,96,2,16,34,46,"Music, Community events, Taking another test, Reading quotes"
3,78,0,8,17,43,"Music, Community events, Taking another test, Reading quotes"
4,100,2,22,18,33,"Music, Community events, Taking another test, Reading quotes"
2,78,8,3,13,13,"Music, Community events, Taking another test, Reading quotes"
1,99,1,6,25,57,"Music, Community events, Taking another test, Reading quotes"
4,89,8,9,9,36,"Music, Community events, Taking another test, Reading quotes"
4,79,4,13,5,38,"Music, Community events, Taking another test, Reading quotes"
4,96,2,24,16,26,"Music, Community events, Taking another test, Reading quotes"
2,98,0,11,17,25,"Music, Community events, Taking another test, Reading quotes"
0,94,9,13,18,56,"Music, Community events, Taking another test, Reading quotes"
4,98,2,18,24,53,"Music, Community events, Taking another test, Reading quotes"
3,76,6,0,8,51,"Music, Community events, Taking another test, Reading quotes"
0,88,9,13,23,43,"Music, Community events, Taking another test, Reading quotes"
3,90,3,18,23,56,"Music, Community events, Taking another test, Reading quotes"
4,88,9,19,15,22,"Music, Community events, Taking another test, Reading quotes"
0,97,6,20,10,25,"Music, Community events, Taking another test, Reading quotes"
0,86,2,3,29,26,"Music, Community events, Taking another test, Reading quotes"
4,92,9,13,17,52,"Music, Community events, Taking another test, Reading quotes"
4,82,2,12,13,28,"Music, Community events, Taking another test, Reading quotes"
4,85,8,1,17,12,"Music, Community events, Taking another test, Reading quotes"
1,95,2,16,22,39,"Music, Community events, Taking another test, Reading quotes"
0,97,6,13,9,37,"Music, Community events, Taking another test, Reading quotes"
4,85,2,1,14,24,"Music, Community events, Taking another test, Reading quotes"
0,88,1,16,13,51,"Music, Community events, Taking another test, Reading quotes"
0,98,2,16,5,38,"Music, Community events, Taking another test, Reading quotes"
4,89,5,11,28,51,"Music, Community events, Taking another test, Reading quotes"
1,85,0,14,5,59,"Music, Community events, Taking another test, Reading quotes"
0,75,6,1,12,22,"Music, Community events, Taking another test, Reading quotes"
4,92,4,18,25,14,"Music, Community events, Taking another test, Reading quotes"
1,96,0,4,23,20,"Music, Community events, Taking another test, Reading quotes"
1,81,7,11,18,59,"Music, Community events, Taking another test, Reading quotes"
4,84,1,20,25,49,"Music, Community events, Taking another test, Reading quotes"
2,75,3,10,21,16,"Music, Community events, Taking another test, Reading quotes"
3,97,3,6,8,37,"Music, Community events, Taking another test, Reading quotes"
4,84,1,19,28,45,"Music, Community events, Taking another test, Reading quotes"
4,84,6,21,17,25,"Music, Community events, Taking another test, Reading quotes"
0,94,1,22,32,19,"Music, Community events, Taking another test, Reading quotes"
4,94,4,24,16,27,"Music, Community events, Taking another test, Reading quotes"
1,93,3,24,11,36,"Music, Community events, Taking another test, Reading quotes"
3,84,2,7,20,15,"Music, Community events, Taking another test, Reading quotes"
1,90,2,11,24,43,"Music, Community events, Taking another test, Reading quotes"
1,97,3,12,7,28,"Music, Community events, Taking another test, Reading quotes"
1,80,7,13,23,43,"Music, Community events, Taking another test, Reading quotes"
0,85,8,24,29,25,"Music, Community events, Taking another test, Reading quotes"
4,80,5,3,28,52,"Music, Community events, Taking another test, Reading quotes"
3,81,6,12,6,45,"Music, Community events, Taking another test, Reading quotes"
3,90,9,1,24,36,"Music, Community events, Taking another test, Reading quotes"
4,94,1,6,9,54,"Music, Community events, Taking another test, Reading quotes"
0,78,4,2,11,37,"Music, Community events, Taking another test, Reading quotes"
2,96,0,23,22,12,"Music, Community events, Taking another test, Reading quotes"
4,80,5,20,27,57,"Music, Community events, Taking another test, Reading quotes"
4,92,7,5,9,53,"Music, Community events, Taking another test, Reading quotes"
1,94,6,5,25,15,"Music, Community events, Taking another test, Reading quotes"
4,87,1,12,11,48,"Music, Community events, Taking another test, Reading quotes"
4,80,2,7,31,37,"Music, Community events, Taking another test, Reading quotes"
3,85,1,19,7,21,"Music, Community events, Taking another test, Reading quotes"
3,92,9,21,19,30,"Music, Community events, Taking another test, Reading quotes"
2,87,1,12,29,20,"Music, Community events, Taking another test, Reading quotes"
0,76,2,13,20,57,"Music, Community events, Taking another test, Reading quotes"
3,90,1,7,30,12,"Music, Community events, Taking another test, Reading quotes"
1,83,5,11,9,32,"Music, Community events, Taking another test, Reading quotes"
2,96,7,15,22,55,"Music, Community events, Taking another test, Reading quotes"
3,78,4,9,13,47,"Music, Community events, Taking another test, Reading quotes"
0,99,4,2,15,56,"Music, Community events, Taking another test, Reading quotes"
2,80,9,21,8,50,"Music, Community events, Taking another test, Reading quotes"
2,84,5,4,23,29,"Music, Community events, Taking another test, Reading quotes"
3,98,0,0,9,43,"Music, Community events, Taking another test, Reading quotes"
4,99,0,20,13,54,"Music, Community events, Taking another test, Reading quotes"
1,92,4,3,16,39,"Music, Community events, Taking another test, Reading quotes"
4,85,5,14,25,28,"Music, Community events, Taking another test, Reading quotes"
1,99,6,0,8,41,"Music, Community events, Taking another test, Reading quotes"
2,86,2,11,15,27,"Music, Community events, Taking another test, Reading quotes"
4,95,4,12,16,53,"Music, Community events, Taking another test, Reading quotes"
1,79,1,19,17,28,"Music, Community events, Taking another test, Reading quotes"
3,75,0,7,20,26,"Music, Community events, Taking another test, Reading quotes"
2,84,8,1,29,36,"Music, Community events, Taking another test, Reading quotes"
3,94,3,11,21,32,"Music, Community events, Taking another test, Reading quotes"
4,78,5,7,20,26,"Music, Community events, Taking another test, Reading quotes"
2,87,8,22,12,52,"Music, Community events, Taking another test, Reading quotes"
1,76,3,7,22,18,"Music, Community events, Taking another test, Reading quotes"
2,99,5,19,5,43,"Music, Community events, Taking another test, Reading quotes"
0,98,9,16,33,53,"Music, Community events, Taking another test, Reading quotes"
1,76,3,18,32,56,"Music, Community events, Taking another test, Reading quotes"
3,95,8,22,35,56,"Music, Community events, Taking another test, Reading quotes"
1,77,7,0,33,35,"Music, Community events, Taking another test, Reading quotes"
2,98,8,16,32,50,"Music, Community events, Taking another test, Reading quotes"
3,79,7,11,24,40,"Music, Community events, Taking another test, Reading quotes"
4,78,1,9,28,50,"Music, Community events, Taking another test, Reading quotes"
3,97,7,22,31,34,"Music, Community events, Taking another test, Reading quotes"
1,91,2,14,22,21,"Music, Community events, Taking another test, Reading quotes"
1,90,0,23,29,18,"Music, Community events, Taking another test, Reading quotes"
2,78,0,12,14,54,"Music, Community events, Taking another test, Reading quotes"
2,76,2,10,14,46,"Music, Community events, Taking another test, Reading quotes"
2,89,4,3,21,44,"Music, Community events, Taking another test, Reading quotes"
0,83,9,8,29,31,"Music, Community events, Taking another test, Reading quotes"
1,93,6,9,7,38,"Music, Community events, Taking another test, Reading quotes"
0,86,2,14,35,48,"Music, Community events, Taking another test, Reading quotes"
2,98,3,15,13,51,"Music, Community events, Taking another test, Reading quotes"
2,90,8,13,19,41,"Music, Community events, Taking another test, Reading quotes"
1,97,0,8,21,37,"Music, Community events, Taking another test, Reading quotes"
0,87,9,17,17,32,"Music, Community events, Taking another test, Reading quotes"
4,87,7,23,14,31,"Music, Community events, Taking another test, Reading quotes"
0,77,8,12,35,54,"Music, Community events, Taking another test, Reading quotes"
4,98,4,5,14,60,"Music, Community events, Taking another test, Reading quotes"
